Datasource,Timestamp,How many WEEKS do you think it’ll take before your daily life returns to normal?,What year were you born?,What is your gender?,What is your ethnicity?,What is the zip code (i.e. postal code) of the place you currently live in?,What is your employment status?,Is any of your loved ones at higher risk of COVID-19? (check all that apply),"In the past 48 hours, I... (check all that apply)","On a scale of 1 to 10, how reasonable do you think the public reaction is to COVID-19 now? (1 is under-reacting and 10 is overreacting)","On a scale of 1 to 10, how much do you trust the government to respond to COVID-19 effectively? (1 is strongly distrust and 10 is strongly trust)","""COVID-19 has led me to drastically change my daily routines and the way I spend my day."" How much do you agree or disagree with this statement?","How are you doing financially today, compared to a year ago?",What industry are you part of?,What is your income?
Pollfish2,2020-03-20 14:50:19,4,1960,male,white,94109,employed_for_wages,No,"Increased frequency of hand washing with soap,,Made an effort to avoid touching my eyes, nose and mouth,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,",7+8,7+8,Agree,Significantly better,other,lower_ii
Google1,3/15/20 20:38,2,1994,Female,Asian,98075,Employed part-time,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Tried to avoid touching your eyes, nose, and mouth",7+8,7+8,,,,
Google1,3/15/20 20:39,2,1996,Male,Asian,2138,Not employed,No,"Participated in non-critical in-person gatherings (e.g. birthday party, dinner out, routine doctor's appointment), Practiced social distancing: maintaining 6 feet distance between yourself and others outside of your household, Did not leave my home for non-critical things, Cleaned surfaces with disinfecting wipes or sprays, Tried to avoid touching your eyes, nose, and mouth, Increased hand washing with soap",3+4,1+2,,,,
Google1,3/15/20 23:12,18,1984,Male,Asian,94107,Employed full-time,"Yes, due to their age (60+)","Rescheduled or canceled non-critical in-person events and appointments, Participated in non-critical in-person gatherings (e.g. birthday party, dinner out, routine doctor's appointment), Ate at a restaurant, Tried to avoid touching your eyes, nose, and mouth, Increased hand washing with soap",1+2,3+4,,,,
Google1,3/16/20 0:07,2,1992,Female,Prefer not to say,94041,Employed full-time,"Yes, due to their age (60+)","Rescheduled or canceled non-critical in-person events and appointments, Practiced social distancing: maintaining 6 feet distance between yourself and others outside of your household, Ate at a restaurant, Cleaned surfaces with disinfecting wipes or sprays, Tried to avoid touching your eyes, nose, and mouth, Increased hand washing with soap, Did not shake hands",7+8,3+4,,,,
Google1,3/16/20 2:11,50,1920,Other,Asian,900,Employed full-time,"No, Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Ate at a restaurant, Attended in-person gatherings of 50 people, Attended in-person gatherings outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 5:10,10,1990,Female,"Caucasian, Asian",96826,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Attended in-person gatherings of 50 people, Cleaned surfaces with disinfecting wipes or sprays, Attended in-person gatherings outside of my household, Increased frequency of hand washing with soap",3+4,5+6,,,,
Google1,3/16/20 7:10,6,1991,Female,Asian,39759,Student,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,3+4,,,,
Google1,3/16/20 7:25,12,1990,Female,Caucasian,22003,Employed full-time,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap",3+4,3+4,,,,
Google1,3/16/20 9:41,10,1995,Female,Caucasian,90025,Employed part-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 9:46,5,1992,Female,Asian,91406,Employed full-time,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Attended in-person gatherings of 50 people, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Attended in-person gatherings outside of my household, Increased frequency of hand washing with soap",5+6,3+4,,,,
Google1,3/16/20 9:49,12,1993,Male,"Asian, Other",2111,Student,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Ate at a restaurant, Made an effort to avoid touching my eyes, nose and mouth, Attended in-person gatherings outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,3+4,,,,
Google1,3/16/20 10:10,8,1994,Female,Other,94553,Employed part-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 10:30,20,1994,Female,Caucasian,"London, UK",Employed full-time,"Yes, due to their age (60+)","Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap",3+4,3+4,,,,
Google1,3/16/20 11:29,12,1990,Male,Caucasian,10003,Employed full-time,"Yes, due to their age (60+)","Ate at a restaurant, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,3+4,,,,
Google1,3/16/20 11:34,18,1994,Female,Caucasian,94550,Employed full-time,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap",1+2,1+2,,,,
Google1,3/16/20 12:02,12,1988,Male,Asian,94122,Employed full-time,No,"Ate at a restaurant, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Attended in-person gatherings outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",7+8,5+6,,,,
Google1,3/16/20 12:59,50,1989,Male,"Caucasian, Asian",94107,Not employed,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 13:30,10,1990,Male,Asian,94301,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Ate at a restaurant, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Attended in-person gatherings outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,7+8,,,,
Google1,3/16/20 13:42,40,1988,Male,Caucasian,22901,Employed full-time,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc), I don't know","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap",3+4,3+4,,,,
Google1,3/16/20 13:46,16,1989,Male,Caucasian,94117,Not employed,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,7+8,,,,
Google1,3/16/20 13:46,8,1988,Male,Caucasian,94610,Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 13:46,20,1995,Female,Asian,10013,Self-employed,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,7+8,,,,
Google1,3/16/20 13:50,12,1976,Male,Caucasian,98133,Employed full-time,"Yes, due to their age (60+)","Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap",1+2,7+8,,,,
Google1,3/16/20 13:54,10,1985,Male,Caucasian,95819,Employed full-time,"Yes, due to their age (60+)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 13:57,8,1989,Female,Caucasian,75230,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,7+8,,,,
Google1,3/16/20 13:57,12,1992,Female,Asian/Asian American,94103,Self-employed,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 13:59,16,1987,Female,Caucasian,98133,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 14:03,12,1991,Female,Asian/Asian American,94118,Not employed,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 14:04,15,1990,Male,Caucasian,2144,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Attended in-person gatherings outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 14:04,6,1958,Female,Asian/Asian American,20783,Employed full-time,No,"Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,7+8,,,,
Google1,3/16/20 14:07,6,1995,Male,"Caucasian, Asian/Asian American",83002,Employed full-time,No,"Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,5+6,,,,
Google1,3/16/20 14:19,20,1989,Female,Prefer not to say,"Nairobi, Kenya",Self-employed,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,3+4,,,,
Google1,3/16/20 14:19,12,1977,Prefer not to say,Prefer not to say,95050,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,5+6,,,,
Google1,3/16/20 14:24,16,1973,Female,Caucasian,98116,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap",1+2,5+6,,,,
Google1,3/16/20 14:25,8,1981,Female,Caucasian,94025,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 14:26,26,1986,Female,Asian/Asian American,94066,Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 14:27,6,1989,Female,Asian/Asian American,30306,Self-employed,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 14:29,8,1979,Male,Caucasian,94114,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap",3+4,3+4,,,,
Google1,3/16/20 14:32,16,1982,Female,"Caucasian, Hispanic/Latinx",35801,Employed full-time,"Yes, due to their age (60+)","Ate at a restaurant, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Attended in-person gatherings outside of my household, Increased frequency of hand washing with soap",3+4,3+4,,,,
Google1,3/16/20 14:39,12,1984,Male,Asian/Asian American,94102,Employed full-time,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap",9+10,9+10,,,,
Google1,3/16/20 14:39,12,1990,Male,Hispanic/Latinx,2163,Student,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Attended in-person gatherings outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,1+2,,,,
Google1,3/16/20 14:40,8,1991,Male,Hispanic/Latinx,94089,Employed full-time,No,"Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap",1+2,5+6,,,,
Google1,3/16/20 14:41,26,1985,Male,Caucasian,98052,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 14:47,16,1976,Male,Caucasian,94133,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 15:02,32,1975,Male,Caucasian,98108,Employed part-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Attended in-person gatherings outside of my household, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 15:04,20,1960,Male,Caucasian,84025,Employed full-time,"Yes, due to their age (60+)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,5+6,,,,
Google1,3/16/20 15:12,20,1994,Male,Asian/Asian American,94087,Employed full-time,No,"Ate at a restaurant, Made an effort to avoid touching my eyes, nose and mouth, Attended in-person gatherings outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,7+8,,,,
Google1,3/16/20 15:18,10,1955,Male,Caucasian,94010,Not employed,No,"Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 15:31,16,1992,Female,"Caucasian, Asian/Asian American",10007,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 15:52,20,1970,Male,Caucasian,63090,Employed full-time,"Yes, due to their age (60+)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 15:54,8,1964,Female,Caucasian,98103,Self-employed,"Yes, due to their age (60+)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,7+8,,,,
Google1,3/16/20 15:59,8,1988,Female,Caucasian,94133,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 16:05,12,1989,Female,Asian/Asian American,1238,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",9+10,1+2,,,,
Google1,3/16/20 16:33,52,1986,Male,Caucasian,94114,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,1+2,,,,
Google1,3/16/20 16:42,24,1988,Male,Caucasian,94109,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Ate at a restaurant, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,5+6,,,,
Google1,3/16/20 16:44,12,1993,Female,Asian/Asian American,95112,Employed full-time,No,Attended in-person gatherings outside of my household,7+8,9+10,,,,
Google1,3/16/20 16:53,16,1990,Male,Caucasian,98109,Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Attended in-person gatherings outside of my household, Increased frequency of hand washing with soap",1+2,3+4,,,,
Google1,3/16/20 16:53,8,1986,Female,Asian/Asian American,94560,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,1+2,,,,
Google1,3/16/20 17:03,12,1990,Female,Asian/Asian American,94301,Employed full-time,No,"Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 17:10,20,1968,Female,Hispanic/Latinx,98117,Prefer not to say,"Yes, due to their age (60+)","Maintained 3 feet distance between myself and other people outside of my household, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
